quote,author,title,KEYWORD_1,KEYWORD_2,KEYWORD_3,KEYWORD_4,KEYWORD_5,KEYWORD_6,KEYWORD_7,KEYWORD_8,KEYWORD_9,KEYWORD_10,KEYWORD_11,KEYWORD_12,keywords
"“That is to say, every putative physical transformation, to be performed in a given time with given resources or under any other conditions, is either – impossible because it is forbidden by the laws of nature; or – achievable, given the right knowledge.”",David Deutsch,The Beginning of Infinity: Explanations that Transform The World,knowledge,physics,,,,,,,,,,,
"“a rational political system makes it as easy as possible to detect, and persuade others, that a leader or policy is bad, and to remove”",David Deutsch,The Beginning of Infinity: Explanations that Transform The World,rational,rationality,,,,,,,,,,,
"“The Easter Islanders’ culture sustained them in both senses. This is the hallmark of a functioning static society. It provided them with a way of life; but it also inhibited change: it sustained their determination to enact and re-enact the same behaviours for generations. It sustained the values that placed forests – literally – beneath statues. And it sustained the shapes of those statues, and the pointless project of building ever more of them.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,static,rationality,behaviourism,gene,sustain,rational,culture,,,,,,
"“We understand the fabric of reality only by understanding theories that explain it. And since they explain more than we are immediately aware of, we can understand more than we are immediately aware that we understand.”",David Deutsch,The Fabric of Reality: Towards a Theory of Everything,explainer,theory,,,,,,,,,,,
"“And, if the prevailing theory is true, the Easter Islanders started to starve before the fall of their civilization. In other words, even after it had stopped providing for them, it retained its fatal proficiency at sustaining a fixed pattern of behaviour. And so it remained effective at preventing them from addressing the problem by the only means that could possibly have been effective: creative thought and innovation. Attenborough regards the culture as having been very valuable and its fall as a tragedy. Bronowski’s view was closer to mine, which is that since the culture never improved, its survival for many centuries was a tragedy, like that of all static societies.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,static,behaviourism,problem,sustain,culture,pattern,creativity,,,,,,
"“This is the cosmic significance of explanatory knowledge – and hence of people, whom I shall henceforward define as entities that can create explanatory knowledge.”",David Deutsch,The Beginning of Infinity: Explanations that Transform The World,explanation,knowledge,,,,,,,,,,,
"“Centuries ago, if you had wanted to build a large structure such as a bridge or a cathedral you would have engaged a master builder. He would have had some knowledge of what it takes to give a structure strength and stability with the least possible expense and effort. He would not have been able to express much of this knowledge in the language of mathematics and physics, as we can today. Instead, he relied mainly on a complex collection of intuitions, habits and rules of thumb, which he had learned from his apprentice-master and then perhaps amended through guesswork and long experience. Even so, these intuitions, habits and rules of thumb were in effect theories, explicit and inexplicit, and they contained real knowledge of the subjects we nowadays call engineering and architecture. It was for the knowledge in those theories that you would have hired him, pitifully inaccurate though it was compared with what we have today, and of very narrow applicability. When admiring centuries-old structures, people often forget that we see only the surviving ones. The overwhelming majority of structures built in medieval and earlier times have collapsed long ago, often soon after they were built. That was especially so for innovative structures. It was taken for granted that innovation risked catastrophe, and builders seldom deviated much from designs and techniques that had been validated by long tradition. Nowadays, in contrast, it is quite rare for any structure – even one that is unlike anything that has ever been built before – to fail because of faulty design. Anything that an ancient master builder could have built, his modern colleagues can build better and with far less human effort. They can also build structures which he could hardly have dreamt of, such as skyscrapers and space stations. They can use materials which he had never heard of, such as fibreglass or reinforced concrete, and which he could hardly have used even if he could somehow have been given them, for he had only a scanty and inaccurate understanding of how materials work. Progress to our current state of knowledge was not achieved by accumulating more theories of the same kind as the master builder knew.”",David Deutsch,The Fabric of Reality: Towards a Theory of Everything,inexplicit,physics,mathematics,knowledge,theory,explicit,,,,,,,
"“Our knowledge, both explicit and inexplicit, is not only much greater than his but structurally different too. As I have said, the modern theories are fewer, more general and deeper. For each situation that the master builder faced while building something in his repertoire – say, when deciding how thick to make a load-bearing wall – he had a fairly specific intuition or rule of thumb, which, however, could give hopelessly wrong answers if applied to novel situations. Today one deduces such things from a theory that is general enough for it to be applied to walls made of any material, in all situations: on the Moon, underwater, or wherever. The reason why it is so general is that it is based on quite deep explanations of how materials and structures work.”",David Deutsch,The Fabric of Reality: Towards a Theory of Everything,inexplicit,explanation,gene,knowledge,education,theory,explicit,,,,,,
"“Before 1945, no human being had ever observed a nuclear-fission (atomic-bomb) explosion; there may never have been one in the history of the universe.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,universe,,,,,,,,,,,,
"“Solipsism, the theory that only one mind exists and that what appears to be external reality is only a dream taking place in that mind, cannot be logically disproved.”",David Deutsch,The Fabric of Reality: The Science of Parallel Universes — and Its Implications,,,,,,,,,,,,,
“the Principle of Mediocrity opposes the pre-Enlightenment arrogance of believing ourselves significant in the world; the Spaceship Earth metaphor opposes the Enlightenment arrogance of aspiring to control the world.”,David Deutsch,The Beginning of Infinity: Explanations That Transform the World,enlightenment,,,,,,,,,,,,
"“That is why, despite understanding incomparably more than an ancient master builder did, a modern architect does not require a longer or more arduous training. A typical theory in a modern student’s syllabus may be harder to understand than any of the master builder’s rules of thumb; but the modern theories are far fewer, and their explanatory power gives them other properties such as beauty, inner logic and connections with other subjects which make them easier to learn. Some of the ancient rules of thumb are now known to be erroneous, while others are known to be true, or to be good approximations to the truth, and we know why that is so. A few are still in use. But none of them is any longer the source of anyone’s understanding of what makes structures stand up.”",David Deutsch,The Fabric of Reality: Towards a Theory of Everything,explanation,theory,,,,,,,,,,,
"“Much of medicine, in other words, is still in the rule-of-thumb era, and when new rules of thumb are discovered there is indeed more incentive for specialization. But as medical and biochemical research comes up with deeper explanations of disease processes (and healthy processes) in the body, understanding is also on the increase. More general concepts are replacing more specific ones as common, underlying molecular mechanisms are found for dissimilar diseases in different parts of the body. Once a disease can be understood as fitting into a general framework, the role of the specialist diminishes. Instead, physicians coming across an unfamiliar disease or a rare complication can rely increasingly on explanatory theories. They can look up such facts as are known. But then they may be able to apply a general theory to work out the required treatment, and expect it to be effective even if it has never been used before.”",David Deutsch,The Fabric of Reality: Towards a Theory of Everything,gene,explanation,physics,theory,,,,,,,,,
"“Thus the issue of whether it is becoming harder or easier to understand everything that is understood depends on the overall balance between these two opposing effects of the growth of knowledge: the increasing breadth of our theories, and their increasing depth. Breadth makes it harder; depth makes it easier. One thesis of this book is that, slowly but surely, depth is winning. In other words, the proposition that I refused to believe as a child is indeed false, and practically the opposite is true. We are not heading away from a state in which one person could understand everything that is understood, but towards it.”",David Deutsch,The Fabric of Reality: Towards a Theory of Everything,person,knowledge,theory,,,,,,,,,,
"“No man ever steps in the same river twice, for it is not the same river and he is not the same man.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,,,,,,,,,,,,,
"“Even a typical star converts millions of tonnes of mass into energy every second, with each gram releasing as much energy as an atom bomb.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,,,,,,,,,,,,,
"“Bad philosophy before the Enlightenment was typically of the because-I-say-so variety. When the Enlightenment liberated philosophy and science, they both began to make progress, and increasingly there was good philosophy. But, paradoxically, bad philosophy became worse.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,enlightenment,science,,,,,,,,,,,
"“Progress that is both rapid enough to be noticed and stable enough to continue over many generations has been achieved only once in the history of our species. It began at approximately the time of the scientific revolution, and is still under way. It has included improvements not only in scientific understanding, but also in technology, political institutions, moral values, art, and every aspect of human welfare.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,rational,gene,rationality,institution,,,,,,,,,
"“Some types of transmutation happen spontaneously on Earth, in the decay of radioactive elements. This was first demonstrated in 1901, by the physicists Frederick Soddy and Ernest Rutherford,”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,physics,,,,,,,,,,,,
"“Here is another misconception in the Garden of Eden myth: that the supposed unproblematic state would be a good state to be in. Some theologians have denied this, and I agree with them: an unproblematic state is a state without creative thought. Its other name is death.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,problem,creativity,,,,,,,,,,,
“The assumption that progress in a hypothetical rapacious civilization is limited by raw materials rather than by knowledge.”,David Deutsch,The Beginning of Infinity: Explanations that Transform The World,knowledge,imitation,,,,,,,,,,,
"“I have mentioned behaviourism, which is instrumentalism applied to psychology.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,instrumentalism,behaviourism,,,,,,,,,,,
“The idea that there could be beings that are to us as we are to animals is a belief in the supernatural.”,David Deutsch,The Beginning of Infinity: Explanations that Transform The World,,,,,,,,,,,,,
"“Prediction – even perfect, universal prediction – is simply no substitute for explanation.”",David Deutsch,The Fabric of Reality: Towards a Theory of Everything,universe,prediction,explanation,,,,,,,,,,
"“Explanation: Statement about what is there, what it does, and how and why. Reach: The ability of some explanations to solve problems beyond those that they were created to solve. Creativity: The capacity to create new explanations. Empiricism: The misconception that we ‘derive’ all our knowledge from sensory experience. Theory-laden: There is no such thing as ‘raw’ experience. All our experience of the world comes through layers of conscious and unconscious interpretation. Inductivism: The misconception that scientific theories are obtained by generalizing or extrapolating repeated experiences, and that the more often a theory is confirmed by observation the more likely it becomes.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,explanation,induction,gene,interpretation,empiricism,problem,knowledge,theory,inductivism,creativity,,,
"“Induction: The non-existent process of ‘obtaining’ referred to above. Principle of induction The idea that ‘the future will resemble the past’, combined with the misconception that this asserts anything about the future. Realism The idea that the physical world exists in reality, and that knowledge of it can exist too. Relativism The misconception that statements cannot be objectively true or false, but can be judged only relative to some cultural or other arbitrary standard. Instrumentalism The misconception that science cannot describe reality, only predict outcomes of observations. Justificationism The misconception that knowledge can be genuine or reliable only if it is justified by some source or criterion.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,instrumentalism,science,induction,physics,justificationism,relativism,prediction,knowledge,culture,realism,,,
"“One thing that all conceptions of the Enlightenment agree on is that it was a rebellion, and specifically a rebellion against authority in regard to knowledge.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,enlightenment,knowledge,,,,,,,,,,,
"“Fallibilism: The recognition that there are no authoritative sources of knowledge, nor any reliable means of justifying knowledge as true or probable.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,knowledge,fallibilism,,,,,,,,,,,
"“Happiness is a state of continually solving one’s problems, they conjecture. Unhappiness is caused by being chronically baulked in one’s attempts to do that. And solving problems itself depends on knowing how; so, external factors aside, unhappiness is caused by not knowing how.”",David Deutsch,N/A,conjecture,problem,,,,,,,,,,,
“Good/bad explanation: An explanation that is hard/easy to vary while still accounting for what it purports to account for. The Enlightenment (The beginning of) a way of pursuing knowledge with a tradition of criticism and seeking good explanations instead of reliance on authority. Mini-enlightenment A short-lived tradition of criticism.”,David Deutsch,The Beginning of Infinity: Explanations That Transform the World,enlightenment,explanation,mini-enlightenment,knowledge,,,,,,,,,
"“[on learning how to reject authority] This is why the Royal Society (one of the earliest scientific academies, founded in London in 1660) took as its motto ‘Nullius in verba’, which means something like ‘Take no one’s word for it.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,,,,,,,,,,,,,
"“Rational: Attempting to solve problems by seeking good explanations; actively pursuing error-correction by creating criticisms of both existing ideas and new proposals. The West The political, moral, economic and intellectual culture that has been growing around the Enlightenment values of science, reason and freedom.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,science,explanation,rationality,problem,rational,culture,enlightenment,west,,,,,
"“This is another reason that ‘one per cent inspiration and ninety-nine per cent perspiration’ is a misleading description of how progress happens: the ‘perspiration’ phase can be automated – just as the task of recognizing galaxies on astronomical photographs was. And the more advanced technology becomes, the shorter is the gap between inspiration and automation.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,rational,rationality,,,,,,,,,,,
"“What was needed for the sustained, rapid growth of knowledge was a tradition of criticism. Before the Enlightenment, that was a very rare sort of tradition: usually the whole point of a tradition was to keep things the same.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,enlightenment,knowledge,sustain,,,,,,,,,,
"“And, while every other organism is a factory for converting resources of a fixed type into more such organisms, human bodies (including their brains) are factories for transforming anything into anything that the laws of nature allow. They are ‘universal constructors”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,universe,constructor,,,,,,,,,,,
"“But failure need not be permanent in a world in which all evils are due to lack of knowledge. We failed at first to notice the non-existence of a force of gravity. Now we understand it. Locating hang-ups is, in the last analysis, easier.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,knowledge,,,,,,,,,,,,
"“After all, computers play chess mindlessly – by exhaustively searching the consequences of all possible moves – but humans achieve a similar-looking functionality in a completely different way, by creative and enjoyable thought.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,computation,computer,creativity,,,,,,,,,,
"“Just as organisms are the tools of genes, so individuals are used by memes to achieve their ‘purpose’ of spreading themselves through the population.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,meme,gene,,,,,,,,,,,
"“Another thing that should make us suspicious is the presence of the conditions for anti-rational meme evolution, such as deference to authority, static subcultures and so on. Anything that says ‘Because I say so’ or ‘It never did me any harm,’ anything that says ‘Let us suppress criticism of our idea because it is true,’ suggests static-society thinking. We should examine and criticize laws, customs and other institutions with an eye to whether they set up conditions for anti-rational memes to evolve. Avoiding such conditions is the essence of Popper’s criterion.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,static,rationality,institution,rational,meme,culture,,,,,,,
"“The real source of our theories is conjecture, and the real source of our knowledge is conjecture alternating with criticism. We create theories by rearranging, combining, altering and adding to existing ideas with the intention of improving upon them. The role of experiment and observation is to choose between existing theories, not to be the source of new ones. We interpret experiences through explanatory theories, but true explanations are not obvious. Fallibilism entails not looking to authorities but instead acknowledging that we may always be mistaken, and trying to correct errors.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,explanation,interpretation,fallibilism,conjecture,knowledge,theory,,,,,,,
"“As Einstein remarked, ‘My pencil and I are more clever than I.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,,,,,,,,,,,,,
"“We now have to accept, and rejoice in bringing about, our next transformation: to active agents of progress in the emerging rational society – and universe.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,emergence,rational,universe,rationality,,,,,,,,,
"“Today, the creativity that humans use to improve ideas is what pre-eminently sets us apart from other species. Yet for most of the time that humans have existed it was not noticeably in use.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,creativity,,,,,,,,,,,,
"“Yet I am writing this in Oxford, England, where winter nights are likewise often cold enough to kill any human unprotected by clothing and other technology. So, while intergalactic space would kill me in a matter of seconds, Oxfordshire in its primeval state might do it in a matter of hours – which can be considered ‘life support’ only in the most contrived sense. There is a life-support system in Oxfordshire today, but it was not provided by the biosphere. It has been built by humans. It consists of clothes, houses, farms, hospitals, an electrical grid, a sewage system and so on. Nearly the whole of the Earth’s biosphere in its primeval state was likewise incapable of keeping an unprotected human alive for long.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,,,,,,,,,,,,,
"“For instance, at present during any given century there is about one chance in a thousand that the Earth will be struck by a comet or asteroid large enough to kill at least a substantial proportion of all human beings. That means that a typical child born in the United States today is more likely to die as a result of an astronomical event than a plane crash.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,,,,,,,,,,,,,
"“But then the philosopher Immanuel Kant (1724–1804), who was well aware of the distinction between the absolutely necessary truths of mathematics and the contingent truths of science, nevertheless concluded that Euclid’s theory of geometry was self-evidently true of nature.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,science,mathematics,,,,,,,,,,,
"“Person An entity that can create explanatory knowledge. Anthropocentric Centred on humans, or on persons. Fundamental or significant phenomenon: One that plays a necessary role in the explanation of many phenomena, or whose distinctive features require distinctive explanation in terms of fundamental theories. Principle of Mediocrity ‘There is nothing significant about humans.’ Parochialism Mistaking appearance for reality, or local regularities for universal laws.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,explanation,parochialism,person,anthropocentric,universe,knowledge,theory,,,,,,
"“Even the Great Rift Valley in eastern Africa, where our species evolved, was barely more hospitable than primeval Oxfordshire. Unlike the life-support system in that imagined spaceship, the Great Rift Valley lacked a safe water supply, and medical equipment, and comfortable living quarters, and was infested with predators, parasites and disease organisms. It frequently injured, poisoned, drenched, starved and sickened its ‘passengers’, and most of them died as a result.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,,,,,,,,,,,,,
"“Spaceship Earth ‘The biosphere is a life-support system for humans.’ Constructor A device capable of causing other objects to undergo transformations without undergoing any net change itself. Universal constructor A constructor that can cause any raw materials to undergo any physically possible transformation, given the right information.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,universe,physics,constructor,,,,,,,,,,
"“Both the Principle of Mediocrity and the Spaceship Earth idea are, contrary to their motivations, irreparably parochial and mistaken. From the least parochial perspectives available to us, people are the most significant entities in the cosmic scheme of things. They are not ‘supported’ by their environments, but support themselves by creating knowledge.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,knowledge,parochialism,,,,,,,,,,,
"“Richard Feynman said, ‘Science is what we have learned about how to keep from fooling ourselves.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,science,,,,,,,,,,,,
"“It was similarly harsh to all the other organisms that lived there: few individuals live comfortably or die of old age in the supposedly beneficent biosphere. That is no accident: most populations, of most species, are living close to the edge of disaster and death.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,,,,,,,,,,,,,
"“For instance, when the Black Death plague destabilized the static societies of Europe in the fourteenth century, the new ideas for plague-prevention that spread best were extremely bad ones.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,static,,,,,,,,,,,,
"“Given a sufficiently precise description of the initial state of any isolated physical system, it would in principle predict the future behaviour of the system. Where the exact behaviour of a system was intrinsically unpredictable, it would describe all possible behaviours and predict their probabilities. In practice, the initial states of interesting systems often cannot be ascertained very accurately, and in any case the calculation of the predictions would be too complicated to be carried out in all but the simplest cases.”",David Deutsch,The Fabric of Reality: Towards a Theory of Everything,prediction,physics,behaviourism,,,,,,,,,,
"“Thus, ironically, there is much truth in the typical static-society fear that any change is much more likely to do harm than good. A static society is indeed in constant danger of being harmed or destroyed by a newly arising dysfunctional meme. However, in the aftermath of the Black Death a few true and functional ideas did also spread, and may well have contributed to ending that particular static society in an unusually good way (with the Renaissance).”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,meme,static,,,,,,,,,,,
"“The reductionist conception leads naturally to a classification of subjects and theories in a hierarchy, according to how close they are to the ‘lowest-level’ predictive theories that are known. In this hierarchy, logic and mathematics form the immovable bedrock on which the edifice of science is built. The foundation stone would be a reductive ‘theory of everything’, a universal theory of particles, forces, space and time, together with some theory of what the initial state of the universe was. The rest of physics forms the first few storeys. Astrophysics and chemistry are at a higher level, geology even higher, and so on. The edifice branches into many towers of increasingly high-level subjects like biochemistry, biology and genetics. Perched at the tottering, stratospheric tops are subjects like the theory of evolution, economics, psychology and computer science, which in this picture are almost inconceivably derivative.”",David Deutsch,The Fabric of Reality: Towards a Theory of Everything,science,physics,computer,reductionism,gene,computation,mathematics,universe,prediction,education,theory,west,
“The reason why higher-level subjects can be studied at all is that under special circumstances the stupendously complex behaviour of vast numbers of particles resolves itself into a measure of simplicity and comprehensibility. This is called emergence: high-level simplicity ‘emerges’ from low-level complexity.”,David Deutsch,The Fabric of Reality: Towards a Theory of Everything,emergence,implicit,behaviourism,,,,,,,,,,
"“That is a universal system of tallying. But, like levels of emergence, there is a hierarchy of universality. The next level above tallying is counting, which involves numerals. When tallying goats one is merely thinking ‘another, and another, and another’; but when counting them one is thinking ‘forty, forty-one, forty-two…’ It is only with hindsight that we can regard tally marks as a system of numerals, known as the ‘unary’ system.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,universe,emergence,,,,,,,,,,,
"“Since static societies cannot exist without effectively extinguishing the growth of knowledge, they cannot allow their members much opportunity to pursue happiness. (Ironically, creating knowledge is itself a natural human need and desire, and static societies, however primitive, ‘unnaturally’ suppress it.) From the point of view of every individual in such a society, its creativity-suppressing mechanisms are catastrophically harmful. Every static society must leave its members chronically baulked in their attempts to achieve anything positive for themselves as people, or indeed anything at all, other than their meme-mandated behaviours. It can perpetuate itself only by suppressing its members’ self-expression and breaking their spirits, and its memes are exquisitely adapted to doing this.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,static,behaviourism,imitation,meme,knowledge,creativity,positivism,,,,,,
"“The purpose of high-level sciences is to enable us to understand emergent phenomena, of which the most important are, as we shall see, life, thought and computation.”",David Deutsch,The Fabric of Reality: Towards a Theory of Everything,emergence,science,computation,computer,,,,,,,,,
"“The conditions of ‘fairness’ as conceived in the various social-choice problems are misconceptions analogous to empiricism: they are all about the input to the decision-making process – who participates, and how their opinions are integrated to form the ‘preference of the group’. A rational analysis must concentrate instead on how the rules and institutions contribute to the removal of bad policies and rulers, and to the creation of new options.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,rationality,decision-making,institution,empiricism,problem,rational,,,,,,,
"“However, in regard to these more sophisticated applications, the system was not universal. Since there was no higher-valued symbol than (one thousand), the numerals from two thousand onwards all began with a string of ’s, which therefore became nothing more than tally marks for thousands.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,universe,,,,,,,,,,,,
"“But merely being present in a mind does not automatically get a meme expressed as behaviour: the meme has to compete for that privilege with other ideas – memes and non-memes, about all sorts of subjects – in the same mind. And merely being expressed as behaviour does not automatically get the meme copied into a recipient along with other memes: it has to compete for the recipients’ attention and acceptance with all sorts of behaviours by other people, and with the recipient’s own ideas. All that is in addition to the analogue of the type of selection that genes face, each meme competing with rival versions of itself across the population, perhaps by containing the knowledge for some useful function.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,meme,gene,knowledge,behaviourism,,,,,,,,,
"“The more accurately the hobgoblin’s attributes exploit genuine, widespread vulnerabilities of the human mind, the more faithfully the anti-rational meme will propagate. If the meme is to survive for many generations, it is essential that its implicit knowledge of these vulnerabilities be true and deep. But its overt content – the idea of the hobgoblin’s existence – need contain no truth. On the contrary, the non-existence of the hobgoblin helps to make the meme a better replicator, because the story is then unconstrained by the mundane attributes of any genuine menace, which are always finite and to some degree combatable.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,replicator,rationality,implicit,gene,rational,meme,knowledge,,,,,,
"“Rational and anti-rational memes: Thus, memes of this new kind, which are created by rational and critical thought, subsequently also depend on such thought to get themselves replicated faithfully. So I shall call them rational memes. Memes of the older, static-society kind, which survive by disabling their holders’ critical faculties, I shall call anti-rational memes.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,replicator,static,rationality,rational,meme,,,,,,,,
"“Hence the metaphor of a spaceship or a life-support system, is quite perverse: when humans design a life-support system, they design it to provide the maximum possible comfort, safety and longevity for its users within the available resources; the biosphere has no such priorities.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,,,,,,,,,,,,,
"“Proportional representation is often defended on the grounds that it leads to coalition governments and compromise policies. But compromises – amalgams of the policies of the contributors – have an undeservedly high reputation. Though they are certainly better than immediate violence, they are generally, as I have explained, bad policies. If a policy is no one’s idea of what will work, then why should it work? But that is not the worst of it. The key defect of compromise policies is that when one of them is implemented and fails, no one learns anything because no one ever agreed with it. Thus compromise policies shield the underlying explanations which do at least seem good to some faction from being criticized and abandoned.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,explainer,gene,government,explanation,,,,,,,,,
"“So the professor takes the student's point seriously, and responds with a concise but adequate argument in defence of the disputed equation. The professor tries hard to show no sign of being irritated by criticism from so lowly a source. Most of the questions from the floor will have the form of criticisms which, if valid, would diminish or destroy the professor's life's work. But bringing vigorous and diverse criticism to bear on accepted truths is one of the very purposes of the seminar. Everyone takes it for granted that the truth is not obvious, and that the obvious need not be true; that ideas are to be accepted or rejected according to their content and not their origin; that the greatest minds can easily make mistakes; and that the most trivial-seeming objection may be the key to a great new discovery.”",David Deutsch,N/A,,,,,,,,,,,,,
“And countless individuals have been harmed or killed by adopting memes that were bad for them – such as irrational political ideologies or dangerous fads.”,David Deutsch,The Beginning of Infinity: Explanations That Transform the World,meme,rationality,rational,,,,,,,,,,
"“The fabric of reality does not consist only of reductionist ingredients like space, time and subatomic particles, but also of life, thought, computation and the other things to which those explanations refer.”",David Deutsch,The Fabric of Reality: Towards a Theory of Everything,explanation,computer,reductionism,computation,education,,,,,,,,
"“Also, memes can be passed to people other than the holders’ biological descendants. Those factors make meme evolution enormously faster than gene evolution, which partly explains how memes can contain so much knowledge.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,explainer,meme,gene,knowledge,,,,,,,,,
"“There is a saying that an ounce of prevention equals a pound of cure. But that is only when one knows what to prevent. No precautions can avoid problems that we do not yet foresee. To prepare for those, there is nothing we can do but increase our ability to put things right if they go wrong. Trying to rely on the sheer good luck of avoiding bad outcomes indefinitely would simply guarantee that we would eventually fail without the means of recovering”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,problem,quale,,,,,,,,,,,
"“The first people to live at the latitude of Oxford (who were actually from a species related to us, possibly the Neanderthals) could do so only because they brought knowledge with them, about such things as tools, weapons, fire and clothing. That knowledge was transmitted from generation to generation not genetically but culturally.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,rationality,gene,rational,knowledge,culture,,,,,,,,
"“This is called the plurality voting system (‘plurality’ meaning ‘largest number of votes’) – often called the ‘first-past-the-post’ system, because there is no prize for any runner-up, and no second round of voting (both of which feature in other electoral systems for the sake of increasing the proportionality of the outcomes). Plurality voting typically ‘over-represents’ the two largest parties, compared with the proportion of votes they receive. Moreover, it is not guaranteed to avoid the population paradox, and is even capable of bringing one party to power when another has received far more votes in total. These features are often cited as arguments against plurality voting and in favour of a more proportional system – either literal proportional representation or other schemes such as transferable-vote systems and run-off systems which have the effect of making the representation of voters in the legislature more proportional. However, under Popper’s criterion, that is all insignificant in comparison with the greater effectiveness of plurality voting at removing bad governments and policies.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,government,,,,,,,,,,,,
"“Hence the frequently cited metaphor of the history of life on Earth, in which human civilization occupies only the final ‘second’ of the ‘day’ during which life has so far existed, is misleading. In reality, a substantial proportion of all evolution on our planet to date has occurred in human brains. And it has barely begun. The whole of biological evolution was but a preface to the main story of evolution, the evolution of memes.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,meme,,,,,,,,,,,,
"“This is Earth. Not the eternal and only home of mankind, but only a starting point of an infinite adventure. All you need do is make the decision [to end your static society]. It is yours to make.’ [With that decision] came the end, the final end of Eternity.– And the beginning of Infinity. Isaac Asimov, The End of Eternity (1955)”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,inf,infinite,static,,,,,,,,,,
"“Let me trace the mechanism of that advantage more explicitly. Following a plurality-voting election, the usual outcome is that the party with the largest total number of votes has an overall majority in the legislature, and therefore takes sole charge. All the losing parties are removed entirely from power. This is rare under proportional representation, because some of the parties in the old coalition are usually needed in the new one. Consequently, the logic of plurality is that politicians and political parties have little chance of gaining any share in power unless they can persuade a substantial proportion of the population to vote for them. That gives all parties the incentive to find better explanations, or at least to convince more people of their existing ones, for if they fail they will be relegated to powerlessness at the next election. In”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,elegance,explanation,explicit,,,,,,,,,,
"“The first person to measure the circumference of the Earth was the astronomer Eratosthenes of Cyrene, in the third century BCE. His result was fairly close to the actual value, which is about 40,000 kilometres. For most of history this was considered an enormous distance, but with the Enlightenment that conception gradually changed, and nowadays we think of the Earth as small.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,person,enlightenment,,,,,,,,,,,
"“Quantum theory is, as I have said, one such theory. But the other three main strands of explanation through which we seek to understand the fabric of reality are all ‘high level’ from the point of view of quantum physics. They are the theory of evolution (primarily the evolution of living organisms), epistemology (the theory of knowledge) and the theory of computation (about computers and what they can and cannot, in principle, compute).”",David Deutsch,The Fabric of Reality: Towards a Theory of Everything,explanation,physics,computer,quantum,computation,knowledge,,,,,,,
